,Airbnb_Id,Neighbourhood,Host_ResponseTime,Superhost,Property_Type,Room_Type,Num_Baths_Detailed,Num_Bedrooms,Num_Beds,Amenities,Price_per_Night,Availablility_365Days,Minimum_Nights,Num_Reviews,Accuray_ReviewScore,Cleanliness_ReviewScore,Communication_ReviewScore,Value_ReviewScore,Reviews_per_Month,Num_Host_Listings,longitude,latitude,Minimum_Income_per_Booking,Monthly_Income,Yearly_Income
1567,38930556,West End,a few days or more,False,Entire apartment,Entire home/apt,1 bath,2.0,3.0,206,169.0,1,1,Less than 5,10.0,10.0,10.0,10.0,0.08,2,-123.13049,49.28575,169.0,334.62,4015.44
1570,39064873,Downtown Eastside,within an hour,True,Entire apartment,Entire home/apt,1 bath,1.0,1.0,513,193.0,0,1,More than 100,10.0,10.0,10.0,9.0,6.7,1,-123.10414,49.28159,193.0,42.46,509.52
1573,39094363,Downtown,within an hour,True,Entire apartment,Entire home/apt,1 bath,1.0,1.0,624,135.0,58,30,Between 20 and 35,10.0,10.0,10.0,10.0,1.65,1,-123.11787,49.27498,4050.0,11583.0,138996.0
1575,39137527,Downtown,within an hour,True,Entire apartment,Entire home/apt,2 baths,2.0,3.0,522,162.0,36,1,Between 50 and 75,10.0,10.0,10.0,10.0,3.11,1,-123.10786,49.28,162.0,296.46000000000004,3557.5200000000004
1579,39172904,Downtown Eastside,within an hour,True,Entire guest suite,Entire home/apt,1 bath,2.0,2.0,635,125.0,61,3,Between 20 and 35,10.0,10.0,10.0,10.0,1.2,3,-123.08003,49.27722,375.0,806.25,9675.0
1580,39173733,Kensington-Cedar Cottage,within an hour,True,Entire guest suite,Entire home/apt,1 bath,1.0,1.0,509,65.0,219,3,Between 20 and 35,10.0,10.0,10.0,10.0,1.37,1,-123.07296,49.25003,195.0,183.29999999999998,2199.6
1583,39248911,Riley Park,within a day,True,Private room in condominium,Private room,1 private bath,1.0,1.0,791,28.0,102,30,Less than 5,10.0,10.0,10.0,10.0,0.18,1,-123.11387,49.24827,840.0,2721.6000000000004,32659.200000000004
1587,39394727,West End,within an hour,False,Entire apartment,Entire home/apt,1 bath,1.0,1.0,454,107.0,63,2,Between 35 and 50,10.0,10.0,10.0,10.0,2.25,1,-123.13673,49.28593,214.0,986.5400000000001,11838.480000000001
1592,39463351,Renfrew-Collingwood,within a day,False,Private room in guest suite,Private room,1 private bath,1.0,1.0,180,50.0,0,15,Less than 5,9.0,8.0,10.0,9.0,0.27,2,-123.03778,49.24424,750.0,105.00000000000001,1260.0000000000002
1595,39505373,Downtown,within an hour,True,Entire loft,Entire home/apt,1 bath,1.0,2.0,582,145.0,90,2,Between 35 and 50,10.0,10.0,10.0,9.0,2.91,1,-123.12043,49.28037,290.0,437.9,5254.799999999999
1597,39511588,Kensington-Cedar Cottage,within an hour,True,Entire guest suite,Entire home/apt,1 bath,1.0,2.0,711,92.0,355,1,Between 35 and 50,10.0,10.0,10.0,10.0,2.22,1,-123.08319,49.23407,92.0,25.76,309.12
1598,39526043,West End,within an hour,True,Entire condominium,Entire home/apt,2 baths,2.0,2.0,243,300.0,123,30,Less than 5,10.0,10.0,10.0,10.0,0.48,1,-123.13826,49.27941,9000.0,17640.0,211680.0
1599,39535545,Mount Pleasant,within an hour,True,Entire loft,Entire home/apt,1 bath,1.0,2.0,561,100.0,256,2,Between 35 and 50,10.0,10.0,10.0,9.0,2.22,1,-123.09784,49.26744,200.0,486.00000000000006,5832.000000000001
1600,39536993,Kensington-Cedar Cottage,within a day,True,Entire townhouse,Entire home/apt,2 baths,3.0,3.0,552,283.0,143,10,Between 10 and 20,10.0,10.0,10.0,10.0,0.65,4,-123.0854,49.25405,2830.0,481.1,5773.200000000001
1602,39588544,Riley Park,within an hour,True,Private room in house,Private room,1 shared bath,1.0,1.0,474,33.0,179,30,Between 5 and 10,10.0,10.0,10.0,10.0,0.29,3,-123.10175,49.24027,990.0,1801.8,21621.6
1604,39589470,Dunbar Southlands,within an hour,False,Entire guesthouse,Entire home/apt,2 baths,3.0,3.0,535,129.0,335,1,Between 35 and 50,9.0,10.0,10.0,10.0,2.71,5,-123.18626,49.25386,129.0,172.86,2074.32
1608,39613073,Victoria-Fraserview,within an hour,True,Private room in guest suite,Private room,1 private bath,2.0,2.0,694,65.0,100,2,Between 35 and 50,9.0,10.0,10.0,10.0,2.46,1,-123.05063,49.22158,130.0,679.9000000000001,8158.800000000001
1609,39633379,Killarney,within an hour,False,Private room in house,Private room,1 private bath,1.0,2.0,606,48.0,33,2,Between 5 and 10,9.0,10.0,9.0,9.0,0.5,1,-123.02942,49.23147,96.0,201.60000000000002,2419.2000000000003
1612,39746838,Fairview,within an hour,False,Entire townhouse,Entire home/apt,2 baths,1.0,1.0,768,338.0,0,2,Between 10 and 20,10.0,10.0,10.0,10.0,1.08,1,-123.1264,49.2637,676.0,290.68,3488.16
1613,39775129,Downtown,within an hour,True,Entire condominium,Entire home/apt,2 baths,2.0,4.0,604,169.0,107,2,Between 50 and 75,10.0,10.0,10.0,10.0,3.4,1,-123.1076,49.27969,338.0,10.139999999999999,121.67999999999998
1615,39806431,Dunbar Southlands,within an hour,False,Private room in guesthouse,Private room,1 private bath,2.0,2.0,411,199.0,365,1,Less than 5,10.0,10.0,10.0,10.0,0.29,5,-123.18667,49.25363,199.0,13.930000000000001,167.16000000000003
1616,39848820,Downtown,a few days or more,False,Entire condominium,Entire home/apt,1 bath,1.0,1.0,568,131.0,54,3,Between 20 and 35,10.0,10.0,10.0,10.0,1.96,1,-123.10535,49.2789,393.0,1045.38,12544.560000000001
1617,39849788,Downtown Eastside,within an hour,True,Entire condominium,Entire home/apt,2 baths,3.0,3.0,580,264.0,88,3,Between 35 and 50,10.0,10.0,10.0,10.0,2.85,1,-123.10691,49.2812,792.0,2217.6,26611.199999999997
1619,39927054,Downtown,within an hour,True,Private room in apartment,Private room,1 private bath,1.0,1.0,270,75.0,88,30,Less than 5,9.0,9.0,10.0,9.0,0.26,2,-123.12139,49.27701,2250.0,4162.5,49950.0
1620,39955773,Downtown,within an hour,False,Entire condominium,Entire home/apt,1 bath,1.0,1.0,299,85.0,62,7,Between 35 and 50,10.0,10.0,10.0,9.0,2.77,1,-123.10622,49.27783,595.0,17.849999999999998,214.2
1621,39974889,Dunbar Southlands,within an hour,True,Entire guest suite,Entire home/apt,1 bath,2.0,4.0,1088,112.0,241,1,Between 75 and 100,10.0,10.0,10.0,10.0,4.62,1,-123.19752,49.2347,112.0,502.88,6034.5599999999995
1629,40157839,West End,a few days or more,False,Private room in apartment,Private room,1 shared bath,1.0,1.0,342,100.0,179,1,Less than 5,10.0,10.0,10.0,10.0,0.22,4,-123.12708,49.28359,100.0,128.0,1536.0
1630,40158332,Downtown,within an hour,True,Entire condominium,Entire home/apt,1 bath,1.0,1.0,249,93.0,194,180,Less than 5,10.0,8.0,10.0,10.0,0.08,5,-123.11642,49.27823,16740.0,50387.399999999994,604648.7999999999
1632,40184621,Victoria-Fraserview,within an hour,True,Entire house,Entire home/apt,3 baths,4.0,4.0,508,207.0,45,2,Between 35 and 50,9.0,9.0,10.0,10.0,2.34,1,-123.05101,49.2307,414.0,277.38,3328.56
1637,40222684,Kitsilano,within a few hours,False,Entire apartment,Entire home/apt,2 baths,2.0,2.0,346,299.0,141,2,Less than 5,10.0,10.0,10.0,10.0,0.11,6,-123.15974,49.27273,598.0,71.75999999999999,861.1199999999999
1638,40232273,West End,within an hour,True,Room in aparthotel,Entire home/apt,1 bath,2.0,2.0,412,209.0,126,2,Between 5 and 10,10.0,10.0,10.0,10.0,0.54,3,-123.13455,49.29205,418.0,1312.52,15750.24
1645,40407109,Kitsilano,within a day,False,Entire townhouse,Entire home/apt,2 baths,1.0,1.0,581,210.0,129,45,Less than 5,10.0,10.0,10.0,10.0,0.27,1,-123.15829,49.26346,9450.0,1701.0,20412.0
1646,40428903,Victoria-Fraserview,within an hour,False,Entire house,Entire home/apt,1 bath,1.0,1.0,501,120.0,5,1,Between 10 and 20,9.0,9.0,10.0,9.0,1.21,2,-123.07199,49.21037,120.0,508.8,6105.6
1649,40446482,Downtown,within an hour,False,Entire condominium,Entire home/apt,2 baths,2.0,2.0,492,102.0,158,30,Between 10 and 20,9.0,10.0,9.0,9.0,0.82,2,-123.1147,49.27429,3060.0,6120.0,73440.0
1652,40479185,Mount Pleasant,within an hour,True,Entire house,Entire home/apt,1 bath,1.0,1.0,465,109.0,145,1,Between 35 and 50,10.0,10.0,10.0,10.0,3.12,1,-123.08918,49.2571,109.0,128.62,1543.44
1655,40558106,Downtown,within an hour,False,Entire condominium,Entire home/apt,1 bath,1.0,1.0,947,103.0,155,1,Between 10 and 20,10.0,9.0,10.0,10.0,0.89,1,-123.10778,49.27797,103.0,200.85,2410.2
1659,40621192,Riley Park,within an hour,True,Entire house,Entire home/apt,1 bath,1.0,1.0,478,65.0,20,3,Between 10 and 20,10.0,10.0,10.0,10.0,1.2,2,-123.09926,49.23756,195.0,19.5,234.0
1660,40683419,Dunbar Southlands,within an hour,True,Entire guest suite,Entire home/apt,1 bath,1.0,1.0,357,70.0,0,1,Between 5 and 10,10.0,10.0,10.0,10.0,0.51,3,-123.18317,49.23644,70.0,51.8,621.5999999999999
1662,40711656,Grandview-Woodland,a few days or more,False,Private room in guesthouse,Private room,1 private bath,3.0,3.0,260,89.0,90,30,Less than 5,6.0,4.0,8.0,4.0,0.14,7,-123.07183,49.26251,2670.0,854.4,10252.8
1663,40713165,Downtown,within an hour,True,Entire condominium,Entire home/apt,1 bath,1.0,0.0,605,120.0,109,30,Between 5 and 10,10.0,10.0,10.0,9.0,0.61,8,-123.12415,49.27621,3600.0,9936.0,119232.0
1666,40807546,Kensington-Cedar Cottage,within an hour,False,Entire guest suite,Entire home/apt,1 bath,2.0,3.0,468,129.0,0,2,Between 10 and 20,10.0,10.0,10.0,10.0,0.76,2,-123.06954,49.25216,258.0,696.6,8359.2
1667,40818912,Kitsilano,within a few hours,False,Entire house,Entire home/apt,1 bath,2.0,3.0,801,300.0,365,7,Less than 5,10.0,10.0,10.0,9.0,0.28,1,-123.18224,49.26714,2100.0,7287.0,87444.0
1669,40904332,Kitsilano,within an hour,True,Entire apartment,Entire home/apt,1 bath,1.0,1.0,275,73.0,132,30,Less than 5,10.0,10.0,10.0,10.0,0.15,2,-123.16124,49.27087,2190.0,459.9,5518.799999999999
1672,40967977,Downtown,within an hour,True,Private room in condominium,Private room,1 shared bath,1.0,2.0,354,47.0,350,30,Less than 5,10.0,10.0,10.0,10.0,0.41,6,-123.11659,49.28864,1410.0,267.9,3214.7999999999997
1674,40980190,Downtown,within a few hours,False,Entire apartment,Entire home/apt,1 bath,2.0,1.0,657,200.0,0,2,Between 10 and 20,10.0,9.0,10.0,10.0,0.77,2,-123.12281,49.27691,400.0,911.9999999999999,10943.999999999998
1676,41003498,Kitsilano,within a day,False,Entire condominium,Entire home/apt,1 bath,1.0,2.0,529,155.0,365,1,Less than 5,8.0,9.0,10.0,8.0,0.53,2,-123.14996,49.27079,155.0,480.5,5766.0
1678,41045160,West End,within a day,True,Entire condominium,Entire home/apt,1 bath,1.0,1.0,191,89.0,10,30,Less than 5,10.0,10.0,8.0,8.0,0.08,46,-123.13589,49.28054,2670.0,640.8,7689.599999999999
1681,41171980,West Point Grey,within a few hours,False,Entire house,Entire home/apt,1.5 baths,2.0,2.0,538,120.0,63,2,Less than 5,8.0,10.0,10.0,10.0,0.29,3,-123.18818,49.26162,240.0,835.2,10022.400000000001
1682,41175499,Downtown,within a day,False,Entire apartment,Entire home/apt,1 bath,1.0,1.0,481,100.0,364,30,Less than 5,10.0,4.0,10.0,10.0,0.23,4,-123.11646,49.28324,3000.0,10830.0,129960.0
1683,41194048,Downtown Eastside,within an hour,True,Entire apartment,Entire home/apt,1 bath,1.0,1.0,679,221.0,227,7,Between 20 and 35,10.0,10.0,10.0,9.0,1.29,1,-123.10693,49.28399,1547.0,293.93,3527.16
1684,41207084,Kerrisdale,within an hour,True,Entire guest suite,Entire home/apt,1 bath,2.0,2.0,525,77.0,354,1,Between 10 and 20,10.0,10.0,10.0,10.0,1.24,1,-123.16456,49.23342,77.0,153.23,1838.7599999999998
1688,41267633,Kensington-Cedar Cottage,within an hour,False,Entire apartment,Entire home/apt,1 bath,1.0,2.0,497,134.0,110,2,Between 10 and 20,10.0,10.0,10.0,9.0,1.23,1,-123.07571,49.24836,268.0,235.84,2830.08
1691,41297253,Downtown,within an hour,False,Entire apartment,Entire home/apt,1 bath,1.0,2.0,425,104.0,79,1,Between 10 and 20,10.0,9.0,9.0,9.0,0.86,1,-123.12513,49.2789,104.0,53.04,636.48
1695,41402504,Kitsilano,within a day,False,Entire townhouse,Entire home/apt,2.5 baths,2.0,2.0,298,300.0,75,21,Less than 5,10.0,10.0,10.0,10.0,0.13,1,-123.16542,49.26705,6300.0,2457.0,29484.0
1697,41426995,Kitsilano,within an hour,False,Private room in house,Private room,1 shared bath,1.0,1.0,386,65.0,179,30,Less than 5,10.0,10.0,10.0,10.0,0.15,1,-123.16922,49.26656,1950.0,1033.5,12402.0
1699,41586791,Riley Park,within an hour,True,Entire guest suite,Entire home/apt,1 bath,1.0,1.0,535,89.0,0,6,Between 5 and 10,10.0,10.0,10.0,10.0,0.59,1,-123.10025,49.24338,534.0,64.08,768.96
1700,41616532,Kensington-Cedar Cottage,within an hour,False,Entire house,Entire home/apt,2 baths,5.0,6.0,752,357.0,311,2,Less than 5,10.0,10.0,10.0,10.0,0.21,1,-123.0699,49.2461,714.0,842.52,10110.24
1701,41621735,Downtown,within an hour,True,Entire condominium,Entire home/apt,1 bath,1.0,1.0,723,113.0,317,30,Less than 5,10.0,10.0,10.0,10.0,0.14,3,-123.13044,49.27425,3390.0,5457.900000000001,65494.8
1709,41724366,Sunset,within a few hours,False,Private room in house,Private room,1 private bath,1.0,1.0,550,45.0,163,30,Between 5 and 10,10.0,10.0,9.0,9.0,0.53,3,-123.09186,49.22434,1350.0,1147.5,13770.0
1710,41725197,Marpole,within an hour,False,Private room in townhouse,Private room,1 shared bath,1.0,1.0,371,58.0,162,2,Less than 5,10.0,10.0,10.0,10.0,0.07,3,-123.14049,49.21657,116.0,35.96,431.52
1711,41725765,Downtown,within an hour,True,Private room in apartment,Private room,1 shared bath,1.0,1.0,387,75.0,0,12,Between 5 and 10,10.0,10.0,10.0,10.0,0.63,2,-123.10815,49.28044,900.0,1844.9999999999998,22139.999999999996
1713,41768475,Marpole,within an hour,False,Private room in house,Private room,1.5 shared baths,1.0,1.0,757,35.0,0,1,Between 5 and 10,10.0,10.0,10.0,10.0,0.42,3,-123.11908,49.21256,35.0,53.550000000000004,642.6
1715,41777606,Downtown,a few days or more,True,Entire apartment,Entire home/apt,1 bath,1.0,1.0,315,283.0,153,4,Between 5 and 10,10.0,9.0,10.0,9.0,0.43,5,-123.12194,49.27844,1132.0,6271.28,75255.36
1716,41800834,Downtown,within an hour,False,Entire townhouse,Entire home/apt,2.5 baths,2.0,2.0,671,390.0,298,2,Less than 5,10.0,10.0,10.0,9.0,0.21,1,-123.1236,49.28625,780.0,319.79999999999995,3837.5999999999995
1717,41800945,Downtown,within an hour,False,Entire apartment,Entire home/apt,1 bath,1.0,1.0,381,104.0,147,1,Between 50 and 75,9.0,9.0,10.0,9.0,4.23,1,-123.12492,49.27992,104.0,6.24,74.88
1721,41883326,Downtown Eastside,within an hour,True,Entire apartment,Entire home/apt,1 bath,1.0,1.0,478,92.0,32,30,Between 10 and 20,10.0,9.0,9.0,10.0,0.78,1,-123.08396,49.28023,2760.0,13275.599999999999,159307.19999999998
1722,41884419,Downtown,within an hour,True,Entire condominium,Entire home/apt,2 baths,3.0,4.0,1399,716.0,304,2,Between 20 and 35,10.0,10.0,10.0,10.0,2.45,1,-123.10731,49.28009,1432.0,844.88,10138.56
1723,41917797,Downtown,within an hour,True,Entire condominium,Entire home/apt,1 bath,1.0,1.0,712,70.0,116,30,Less than 5,10.0,10.0,10.0,10.0,0.29,2,-123.12578,49.28095,2100.0,6090.0,73080.0
1724,41939547,Downtown,within a few hours,False,Entire apartment,Entire home/apt,1 bath,1.0,1.0,262,115.0,224,30,Less than 5,10.0,10.0,10.0,9.0,0.32,21,-123.11551,49.27495,3450.0,13282.5,159390.0
1726,41960678,Hastings-Sunrise,within a day,True,Entire guest suite,Entire home/apt,1 bath,1.0,3.0,616,108.0,14,1,Between 5 and 10,10.0,10.0,10.0,10.0,0.63,1,-123.05269,49.28051,108.0,402.84,4834.08
1729,41998709,West Point Grey,within an hour,True,Entire guest suite,Entire home/apt,1 bath,2.0,2.0,510,109.0,121,2,Between 20 and 35,10.0,10.0,10.0,10.0,2.35,1,-123.19658,49.26334,218.0,1539.08,18468.96
1732,42052666,Downtown,within an hour,True,Entire apartment,Entire home/apt,1 bath,2.0,4.0,503,126.0,295,1,Between 35 and 50,10.0,10.0,10.0,10.0,2.7,1,-123.10778,49.28033,126.0,519.12,6229.4400000000005
1733,42075743,Marpole,within an hour,False,Private room in house,Private room,1 shared bath,1.0,1.0,499,58.0,162,2,Less than 5,10.0,10.0,10.0,10.0,0.08,3,-123.13954,49.21675,116.0,10.44,125.28
1735,42102408,Downtown,within an hour,True,Entire condominium,Entire home/apt,2 baths,2.0,3.0,1065,278.0,70,2,Between 35 and 50,10.0,10.0,10.0,10.0,4.62,1,-123.10729,49.27885,556.0,650.52,7806.24
1737,42122602,Dunbar Southlands,within an hour,True,Entire house,Entire home/apt,1 bath,1.0,4.0,229,150.0,224,2,Less than 5,10.0,10.0,10.0,8.0,0.07,3,-123.19604,49.25625,300.0,540.0,6480.0
1741,42137638,Downtown,within an hour,True,Entire condominium,Entire home/apt,1 bath,1.0,1.0,504,89.0,71,30,Between 10 and 20,10.0,10.0,10.0,10.0,0.86,3,-123.13,49.27541,2670.0,12949.499999999998,155393.99999999997
1743,42181465,Riley Park,within an hour,True,Entire guesthouse,Entire home/apt,1.5 baths,2.0,2.0,452,113.0,0,5,Between 20 and 35,10.0,10.0,10.0,10.0,1.74,1,-123.09753,49.23783,565.0,344.65,4135.799999999999
1744,42183453,Sunset,within an hour,True,Private room in house,Private room,1 private bath,1.0,1.0,352,72.0,269,2,Between 10 and 20,10.0,10.0,10.0,10.0,1.23,2,-123.09166,49.22769,144.0,17.28,207.36
1745,42202219,Sunset,within an hour,True,Entire guest suite,Entire home/apt,1 bath,1.0,1.0,484,104.0,65,3,Less than 5,10.0,10.0,10.0,9.0,0.42,3,-123.10524,49.22331,312.0,570.96,6851.52
1746,42227171,Dunbar Southlands,within an hour,False,Private room in house,Private room,1 shared bath,1.0,1.0,280,55.0,90,1,Between 10 and 20,9.0,9.0,10.0,9.0,1.3,6,-123.18389,49.25536,55.0,19.8,237.60000000000002
1747,42230156,Sunset,within an hour,False,Entire house,Entire home/apt,1 bath,1.0,1.0,431,89.0,179,2,Less than 5,10.0,10.0,10.0,10.0,0.31,1,-123.07837,49.2137,178.0,701.3199999999999,8415.84
1749,42233503,Downtown,within an hour,True,Entire condominium,Entire home/apt,1 bath,1.0,1.0,551,85.0,58,30,Between 5 and 10,9.0,10.0,10.0,9.0,0.53,3,-123.13003,49.27609,2550.0,3289.5,39474.0
1751,42233689,Dunbar Southlands,within an hour,False,Private room in house,Private room,1 shared bath,1.0,1.0,343,45.0,85,1,Between 20 and 35,10.0,10.0,10.0,10.0,1.49,6,-123.18616,49.25466,45.0,6.75,81.0
1753,42295407,Riley Park,within an hour,True,Private room in house,Private room,1 private bath,2.0,3.0,1017,75.0,61,1,Between 50 and 75,10.0,10.0,10.0,10.0,4.07,1,-123.09304,49.24554,75.0,92.25,1107.0
1754,42296784,Hastings-Sunrise,within an hour,True,Entire house,Entire home/apt,2 baths,3.0,3.0,717,235.0,269,3,Between 10 and 20,10.0,10.0,10.0,10.0,1.41,1,-123.02883,49.27804,705.0,105.75,1269.0
1755,42300971,Downtown,within an hour,True,Entire condominium,Entire home/apt,2 baths,2.0,4.0,697,338.0,199,3,Between 10 and 20,10.0,10.0,10.0,10.0,1.3,1,-123.10845,49.27999,1014.0,152.1,1825.1999999999998
1759,42386863,Riley Park,within an hour,True,Entire house,Entire home/apt,1.5 baths,4.0,6.0,728,356.0,244,1,Between 35 and 50,10.0,10.0,10.0,9.0,2.73,4,-123.10138,49.23486,356.0,1605.56,19266.72
1761,42413884,Hastings-Sunrise,within an hour,True,Entire house,Entire home/apt,1 bath,1.0,1.0,468,88.0,0,1,Between 10 and 20,10.0,10.0,10.0,10.0,1.12,1,-123.05023,49.27696,88.0,203.28,2439.36
1762,42416030,West End,within an hour,False,Entire condominium,Entire home/apt,1 bath,1.0,2.0,725,96.0,351,2,Between 10 and 20,10.0,9.0,10.0,9.0,0.94,1,-123.13374,49.2922,192.0,647.04,7764.48
1765,42437956,Riley Park,within an hour,True,Entire guest suite,Entire home/apt,1 bath,2.0,2.0,460,101.0,244,1,Between 10 and 20,10.0,10.0,10.0,9.0,1.14,4,-123.10179,49.23681,101.0,300.98,3611.76
1770,42509300,Shaughnessy,within a few hours,False,Private room in house,Private room,1.5 baths,1.0,1.0,196,31.0,48,30,Less than 5,10.0,10.0,10.0,10.0,0.68,1,-123.13276,49.23737,930.0,2641.2,31694.399999999998
1771,42520472,West End,a few days or more,False,Private room in apartment,Private room,1 private bath,1.0,1.0,343,100.0,179,1,Less than 5,10.0,10.0,10.0,10.0,0.15,4,-123.12804,49.28139,100.0,235.0,2820.0
1776,42605337,Downtown,within an hour,True,Entire condominium,Entire home/apt,1 bath,1.0,1.0,250,100.0,49,7,Between 35 and 50,10.0,10.0,10.0,10.0,2.68,1,-123.13222,49.27405,700.0,175.0,2100.0
1777,42608221,Marpole,within an hour,False,Entire apartment,Entire home/apt,2 baths,2.0,2.0,395,228.0,162,2,Less than 5,10.0,10.0,10.0,10.0,0.08,1,-123.11699,49.21079,456.0,132.23999999999998,1586.8799999999997
1778,42626894,West End,a few days or more,False,Private room in apartment,Private room,1 shared bath,1.0,1.0,165,100.0,179,1,Less than 5,10.0,10.0,10.0,10.0,0.07,4,-123.12949,49.28442,100.0,19.0,228.0
1779,42635313,Sunset,within an hour,False,Entire house,Entire home/apt,2 baths,3.0,3.0,550,250.0,272,30,Less than 5,10.0,10.0,10.0,9.0,0.15,10,-123.08954,49.22267,7500.0,900.0,10800.0
1780,42664284,Downtown,within an hour,True,Entire apartment,Entire home/apt,1 bath,1.0,1.0,509,140.0,167,7,Between 35 and 50,10.0,9.0,10.0,10.0,3.19,1,-123.12415,49.28836,980.0,245.0,2940.0
1781,42690400,Downtown,a few days or more,False,Entire condominium,Entire home/apt,1 bath,1.0,1.0,298,59.0,10,30,Less than 5,10.0,10.0,10.0,10.0,0.08,1,-123.12366,49.27878,1770.0,796.5,9558.0
1782,42695990,Downtown,within a few hours,True,Entire loft,Entire home/apt,1 bath,1.0,2.0,420,109.0,52,2,Between 35 and 50,10.0,10.0,10.0,9.0,3.58,1,-123.12172,49.27827,218.0,13.08,156.96
1783,42696012,Hastings-Sunrise,within an hour,False,Private room in house,Private room,1 shared bath,1.0,1.0,351,47.0,0,1,Between 10 and 20,9.0,9.0,10.0,9.0,1.19,3,-123.04998,49.28985,47.0,13.160000000000002,157.92000000000002
1784,42738536,Renfrew-Collingwood,within an hour,True,Entire house,Entire home/apt,3 baths,4.0,4.0,459,310.0,220,4,Between 10 and 20,10.0,10.0,10.0,10.0,1.49,1,-123.04477,49.24876,1240.0,657.2,7886.400000000001
1785,42741297,West End,within an hour,False,Entire apartment,Entire home/apt,2 baths,2.0,2.0,227,158.0,258,30,Less than 5,10.0,6.0,10.0,8.0,0.17,40,-123.12593,49.28748,4740.0,1706.3999999999999,20476.8
1786,42745415,Kitsilano,within an hour,False,Entire house,Entire home/apt,1 bath,1.0,1.0,378,140.0,217,2,Between 10 and 20,10.0,9.0,10.0,9.0,0.92,1,-123.18257,49.26723,280.0,81.19999999999999,974.3999999999999
1787,42748176,Downtown,within an hour,False,Entire condominium,Entire home/apt,1 bath,1.0,1.0,669,129.0,92,30,Less than 5,10.0,10.0,10.0,9.0,0.3,1,-123.12886,49.27567,3870.0,696.6,8359.2
1788,42758270,Grandview-Woodland,within a few hours,True,Entire apartment,Entire home/apt,1 bath,2.0,2.0,975,195.0,347,30,Less than 5,10.0,10.0,10.0,9.0,0.31,1,-123.06758,49.26559,5850.0,3100.5,37206.0
1789,42761406,Dunbar Southlands,within an hour,False,Private room in house,Private room,1 shared bath,1.0,1.0,299,55.0,90,1,Between 10 and 20,9.0,9.0,9.0,9.0,1.27,6,-123.18622,49.25663,55.0,5.5,66.0
1790,42774634,South Cambie,within a few hours,True,Private room in house,Private room,1.5 shared baths,1.0,1.0,518,34.0,0,30,Less than 5,10.0,10.0,10.0,10.0,0.67,1,-123.11815,49.25372,1020.0,224.4,2692.8
1791,42779015,Kitsilano,within an hour,False,Entire apartment,Entire home/apt,1 bath,1.0,1.0,396,123.0,154,1,Between 50 and 75,9.0,9.0,10.0,9.0,3.87,1,-123.15796,49.27108,123.0,35.669999999999995,428.03999999999996
1792,42790908,Mount Pleasant,within an hour,True,Entire condominium,Entire home/apt,2 baths,1.0,1.0,505,150.0,56,2,Between 10 and 20,10.0,10.0,10.0,9.0,2.58,1,-123.09785,49.26625,300.0,66.0,792.0
1793,42842762,Arbutus Ridge,within a few hours,True,Entire guest suite,Entire home/apt,1 bath,2.0,3.0,658,90.0,332,30,Less than 5,10.0,10.0,10.0,10.0,0.23,1,-123.16816,49.24492,2700.0,351.0,4212.0
1794,42843544,Victoria-Fraserview,within an hour,False,Entire house,Entire home/apt,4 baths,5.0,5.0,551,240.0,142,2,Between 35 and 50,9.0,8.0,10.0,9.0,3.82,1,-123.06261,49.21144,480.0,139.2,1670.3999999999999
1795,42890015,Sunset,within an hour,False,Entire house,Entire home/apt,1 bath,1.0,1.0,282,89.0,363,30,Less than 5,10.0,9.0,10.0,10.0,0.16,10,-123.08846,49.22282,2670.0,1281.6,15379.199999999999
1801,42988288,Riley Park,within an hour,True,Entire guest suite,Entire home/apt,1 bath,1.0,1.0,909,105.0,233,2,Between 5 and 10,10.0,10.0,10.0,10.0,0.76,1,-123.10044,49.23471,210.0,434.7,5216.4
1810,43070359,Downtown,within an hour,True,Entire condominium,Entire home/apt,2 baths,2.0,2.0,787,217.0,312,3,Between 5 and 10,10.0,10.0,10.0,10.0,0.69,3,-123.12652,49.2801,651.0,188.79,2265.48
1811,43071813,Downtown,within an hour,True,Entire condominium,Entire home/apt,1 bath,1.0,1.0,546,240.0,161,3,Less than 5,10.0,10.0,10.0,10.0,0.48,2,-123.12368,49.28745,720.0,2368.8,28425.600000000002
1813,43079220,Downtown Eastside,within an hour,True,Entire condominium,Entire home/apt,1 bath,1.0,1.0,438,148.0,24,3,Between 35 and 50,10.0,10.0,10.0,10.0,3.23,4,-123.10261,49.28141,444.0,1820.3999999999999,21844.8
1815,43148884,Downtown Eastside,within an hour,False,Entire apartment,Entire home/apt,1 bath,1.0,1.0,381,80.0,0,30,Less than 5,9.0,9.0,10.0,10.0,0.45,2,-123.10311,49.28239,2400.0,3264.0000000000005,39168.00000000001
1820,43214742,Downtown,within an hour,True,Entire loft,Entire home/apt,1 bath,1.0,2.0,216,217.0,27,2,Between 20 and 35,10.0,10.0,10.0,9.0,3.75,1,-123.12065,49.27793,434.0,17.36,208.32
1824,43278404,Downtown,within a few hours,True,Entire apartment,Entire home/apt,2 baths,2.0,3.0,667,139.0,248,90,Less than 5,10.0,10.0,10.0,10.0,0.26,1,-123.12675,49.27414,12510.0,8131.5,97578.0
