,Airbnb_Id,Neighbourhood,Host_ResponseTime,Superhost,Property_Type,Room_Type,Num_Baths_Detailed,Num_Bedrooms,Num_Beds,Amenities,Price_per_Night,Availablility_365Days,Minimum_Nights,Num_Reviews,Accuray_ReviewScore,Cleanliness_ReviewScore,Communication_ReviewScore,Value_ReviewScore,Reviews_per_Month,Num_Host_Listings,longitude,latitude,Minimum_Income_per_Booking,Monthly_Income,Yearly_Income
392,12245225,Kitsilano,within a few hours,False,Entire apartment,Entire home/apt,1 bath,1.0,1.0,367,129.0,42,30,Between 35 and 50,10.0,9.0,10.0,9.0,0.8,6,-123.16137,49.27235,3870.0,1431.9,17182.800000000003
394,12336968,Kensington-Cedar Cottage,within an hour,True,Entire house,Entire home/apt,4 baths,6.0,8.0,909,1499.0,144,3,Between 35 and 50,10.0,10.0,10.0,10.0,0.82,1,-123.08406,49.25291,4497.0,359.76,4317.12
396,12391067,Downtown,within an hour,True,Entire condominium,Entire home/apt,1 bath,1.0,1.0,252,105.0,281,30,Between 20 and 35,10.0,10.0,10.0,10.0,0.41,7,-123.12331,49.28252,3150.0,630.0,7560.0
397,12423800,Dunbar Southlands,within an hour,True,Entire house,Entire home/apt,1 bath,3.0,4.0,589,400.0,117,3,Between 50 and 75,10.0,10.0,10.0,9.0,1.21,1,-123.18715,49.24887,1200.0,300.0,3600.0
398,12434489,Kensington-Cedar Cottage,within an hour,False,Private room in house,Private room,1.5 shared baths,1.0,1.0,261,125.0,87,1,Between 5 and 10,10.0,9.0,10.0,9.0,0.13,3,-123.06812,49.24926,125.0,92.5,1110.0
400,12522460,Fairview,within an hour,True,Private room in apartment,Private room,1 shared bath,1.0,1.0,409,60.0,18,80,Between 35 and 50,10.0,10.0,10.0,10.0,0.74,2,-123.12739,49.26274,4800.0,2880.0,34560.0
401,12542874,Mount Pleasant,within a few hours,False,Entire house,Entire home/apt,2.5 baths,3.0,4.0,664,275.0,9,5,Between 20 and 35,10.0,10.0,10.0,10.0,0.42,2,-123.07775,49.25859,1375.0,770.0000000000001,9240.000000000002
402,12561099,Downtown,within an hour,True,Entire apartment,Entire home/apt,1 bath,1.0,1.0,416,119.0,274,30,Between 35 and 50,10.0,10.0,10.0,10.0,0.7,12,-123.12521,49.28043,3570.0,2784.6,33415.2
404,12604369,Riley Park,within an hour,True,Entire guest suite,Entire home/apt,1 bath,1.0,2.0,660,129.0,155,1,More than 100,10.0,10.0,10.0,10.0,4.32,1,-123.10394,49.25394,129.0,52.88999999999999,634.68
406,12606189,Downtown,within an hour,True,Entire townhouse,Entire home/apt,1 bath,1.0,1.0,633,85.0,326,30,Between 20 and 35,10.0,10.0,10.0,9.0,0.57,6,-123.12572,49.27936,2550.0,280.5,3366.0
408,12611121,Marpole,within an hour,True,Entire guesthouse,Entire home/apt,1 bath,3.0,5.0,365,160.0,333,3,Between 50 and 75,10.0,10.0,10.0,9.0,0.97,1,-123.14121,49.2153,480.0,1176.0,14112.0
409,12706374,Downtown Eastside,within an hour,True,Entire apartment,Entire home/apt,1 bath,1.0,1.0,463,150.0,92,90,Less than 5,10.0,8.0,10.0,10.0,0.02,1,-123.10826,49.28213,13500.0,2160.0,25920.0
410,12736445,Kitsilano,within an hour,True,Entire house,Entire home/apt,1 bath,3.0,3.0,724,225.0,0,7,More than 100,10.0,10.0,10.0,10.0,1.94,1,-123.15818,49.2673,1575.0,5890.5,70686.0
412,12798674,South Cambie,within an hour,True,Entire guest suite,Entire home/apt,1 bath,1.0,2.0,544,150.0,179,3,Between 50 and 75,10.0,10.0,10.0,10.0,1.25,1,-123.12639,49.25348,450.0,657.0,7884.0
415,12952787,West End,within a day,False,Entire condominium,Entire home/apt,1 bath,1.0,1.0,244,78.0,227,180,Less than 5,10.0,8.0,10.0,10.0,0.02,1,-123.13669,49.28131,14040.0,3650.4,43804.8
418,13093588,Downtown,within an hour,True,Entire condominium,Entire home/apt,1 bath,1.0,1.0,319,120.0,176,30,Between 20 and 35,10.0,10.0,10.0,9.0,0.37,12,-123.12414,49.27754,3600.0,2916.0,34992.0
419,13095062,Riley Park,within a few hours,True,Entire house,Entire home/apt,2 baths,3.0,4.0,637,199.0,240,30,Between 5 and 10,10.0,10.0,10.0,9.0,0.15,7,-123.11302,49.25061,5970.0,20835.300000000003,250023.60000000003
420,13125960,Renfrew-Collingwood,within a day,True,Private room in house,Private room,1 shared bath,1.0,2.0,564,50.0,108,30,More than 100,10.0,10.0,10.0,10.0,2.61,1,-123.05422,49.23797,1500.0,5940.0,71280.0
421,13157169,Riley Park,within an hour,True,Entire guest suite,Entire home/apt,2 baths,2.0,3.0,712,189.0,0,30,More than 100,10.0,9.0,10.0,10.0,1.74,1,-123.1012,49.23444,5670.0,1644.3,19731.6
422,13160462,Riley Park,within an hour,True,Private room in house,Private room,1 shared bath,1.0,1.0,434,31.0,180,89,Between 5 and 10,10.0,10.0,10.0,10.0,0.2,1,-123.09728,49.23469,2759.0,2731.41,32776.92
427,13317612,Downtown,within an hour,True,Entire apartment,Entire home/apt,1 bath,1.0,1.0,538,200.0,40,1,More than 100,10.0,10.0,10.0,10.0,3.12,1,-123.12976,49.27781,200.0,942.0,11304.0
428,13350002,Riley Park,within an hour,True,Entire house,Entire home/apt,1 bath,2.0,3.0,691,102.0,29,4,Between 75 and 100,10.0,10.0,10.0,10.0,1.32,5,-123.10195,49.24975,408.0,1334.16,16009.920000000002
430,13361855,Arbutus Ridge,within an hour,True,Private room in house,Private room,1 shared bath,1.0,1.0,467,85.0,222,1,More than 100,10.0,10.0,10.0,10.0,4.26,2,-123.16692,49.24775,85.0,29.749999999999996,356.99999999999994
432,13419885,Dunbar Southlands,within a day,False,Private room in house,Private room,1 private bath,2.0,3.0,581,220.0,180,1,More than 100,10.0,9.0,10.0,10.0,3.1,1,-123.18658,49.2551,220.0,266.2,3194.3999999999996
434,13429931,Shaughnessy,within an hour,False,Private room in house,Private room,1 shared bath,1.0,1.0,226,55.0,365,1,More than 100,9.0,9.0,10.0,9.0,2.31,3,-123.13318,49.24281,55.0,14.3,171.60000000000002
438,13607124,Killarney,within an hour,True,Entire house,Entire home/apt,2 baths,2.0,4.0,682,78.0,0,1,Between 75 and 100,10.0,10.0,10.0,10.0,1.68,2,-123.03021,49.2203,78.0,314.34000000000003,3772.0800000000004
439,13619735,Downtown,within an hour,False,Entire apartment,Entire home/apt,1 bath,1.0,1.0,549,132.0,111,2,More than 100,10.0,10.0,10.0,9.0,6.41,1,-123.10903,49.27995,264.0,79.2,950.4000000000001
440,13620049,Downtown Eastside,within a few hours,False,Entire loft,Entire home/apt,2 baths,2.0,2.0,595,350.0,316,120,Between 5 and 10,10.0,10.0,10.0,10.0,0.11,2,-123.10877,49.28378,42000.0,48720.0,584640.0
442,13643954,Fairview,within an hour,True,Entire apartment,Entire home/apt,2 baths,4.0,4.0,511,339.0,341,30,Between 50 and 75,10.0,10.0,10.0,10.0,1.05,14,-123.11689,49.26597,10170.0,12509.1,150109.2
443,13657718,Kitsilano,within an hour,True,Private room in house,Private room,2 shared baths,1.0,1.0,703,97.0,356,1,Between 50 and 75,10.0,10.0,10.0,10.0,1.27,1,-123.18065,49.26616,97.0,170.72,2048.64
445,13669501,Downtown,within a few hours,True,Room in boutique hotel,Private room,1 private bath,1.0,2.0,450,150.0,321,1,Between 50 and 75,10.0,10.0,10.0,9.0,1.06,2,-123.11725,49.27941,150.0,141.0,1692.0
446,13673539,Kensington-Cedar Cottage,within an hour,True,Entire house,Entire home/apt,1 bath,1.0,3.0,799,82.0,291,1,Between 75 and 100,10.0,10.0,10.0,10.0,1.48,3,-123.06033,49.25976,82.0,356.7,4280.4
448,13784356,Downtown,within a few hours,False,Entire condominium,Entire home/apt,1 bath,1.0,1.0,641,119.0,322,30,Between 50 and 75,9.0,9.0,10.0,9.0,0.94,3,-123.13088,49.27765,3570.0,6211.8,74541.6
449,13800057,Downtown,within a day,False,Entire apartment,Entire home/apt,2 baths,3.0,3.0,348,299.0,364,60,Between 10 and 20,10.0,10.0,10.0,9.0,0.28,1,-123.12486,49.27181,17940.0,2332.2000000000003,27986.4
450,13829747,Mount Pleasant,within an hour,True,Entire house,Entire home/apt,1 bath,2.0,2.0,444,150.0,319,2,More than 100,10.0,10.0,10.0,10.0,3.81,2,-123.11037,49.2611,300.0,156.0,1872.0
451,13831080,Downtown,within an hour,True,Entire condominium,Entire home/apt,1 bath,1.0,1.0,287,135.0,292,30,Between 5 and 10,10.0,10.0,10.0,10.0,0.17,7,-123.11618,49.27971,4050.0,2146.5,25758.0
452,13837849,Riley Park,within an hour,True,Entire house,Entire home/apt,1 bath,3.0,3.0,463,189.0,0,30,Between 20 and 35,10.0,10.0,10.0,9.0,0.49,5,-123.10531,49.25018,5670.0,19618.2,235418.40000000002
453,13843432,Grandview-Woodland,within an hour,True,Private room in apartment,Private room,1 shared bath,1.0,0.0,418,45.0,42,2,More than 100,10.0,10.0,10.0,9.0,3.22,1,-123.07181,49.26566,90.0,106.19999999999999,1274.3999999999999
455,13898167,Kitsilano,within a day,False,Entire apartment,Entire home/apt,1 bath,1.0,1.0,133,97.0,32,6,Between 35 and 50,9.0,9.0,10.0,9.0,0.7,1,-123.18422,49.27023,582.0,157.14000000000001,1885.6800000000003
457,13992194,Grandview-Woodland,within a few hours,True,Entire apartment,Entire home/apt,1 bath,2.0,2.0,230,115.0,0,29,Between 50 and 75,10.0,10.0,10.0,9.0,0.92,1,-123.07252,49.27866,3335.0,1133.9,13606.800000000001
458,13993885,West End,within an hour,True,Entire apartment,Entire home/apt,2 baths,2.0,2.0,788,231.0,282,30,Between 10 and 20,9.0,9.0,10.0,9.0,0.32,6,-123.12677,49.28087,6930.0,6860.7,82328.4
459,13994841,Downtown,within a few hours,False,Entire condominium,Entire home/apt,1 bath,1.0,4.0,724,105.0,308,30,More than 100,10.0,10.0,10.0,9.0,2.77,3,-123.11711,49.28437,3150.0,2646.0,31752.0
462,14015552,Downtown,within an hour,True,Entire apartment,Entire home/apt,1 bath,1.0,1.0,411,120.0,268,30,Between 20 and 35,10.0,10.0,10.0,10.0,0.37,12,-123.12431,49.2814,3600.0,9180.0,110160.0
465,14074932,Marpole,within a day,True,Entire apartment,Entire home/apt,1 bath,1.0,2.0,513,90.0,161,30,Between 35 and 50,10.0,10.0,10.0,9.0,0.77,2,-123.11357,49.21343,2700.0,1674.0,20088.0
467,14106936,Kensington-Cedar Cottage,within an hour,False,Entire apartment,Entire home/apt,2 baths,3.0,3.0,240,120.0,0,90,Less than 5,10.0,8.0,10.0,8.0,0.02,1,-123.07481,49.26049,10800.0,756.0000000000001,9072.000000000002
470,14162473,Riley Park,within an hour,True,Entire house,Entire home/apt,1 bath,2.0,3.0,665,89.0,202,1,More than 100,10.0,10.0,10.0,9.0,6.75,1,-123.1107,49.25644,89.0,31.15,373.79999999999995
473,14207564,Downtown,a few days or more,False,Private room in condominium,Private room,1 private bath,1.0,1.0,608,69.0,315,30,Between 5 and 10,10.0,9.0,10.0,10.0,0.12,2,-123.12896,49.27526,2070.0,8983.8,107805.59999999999
477,14344440,Kensington-Cedar Cottage,within a day,False,Private room in condominium,Private room,1 private bath,1.0,1.0,524,69.0,55,2,Between 75 and 100,10.0,9.0,10.0,10.0,1.46,2,-123.07507,49.25031,138.0,13.8,165.60000000000002
478,14377109,Downtown,within a few hours,True,Entire apartment,Entire home/apt,1 bath,1.0,2.0,621,99.0,346,30,Between 20 and 35,10.0,10.0,10.0,9.0,0.38,1,-123.1164,49.2796,2970.0,2197.8,26373.600000000002
479,14419998,Downtown Eastside,within a few hours,False,Entire guest suite,Entire home/apt,1 bath,1.0,1.0,374,125.0,264,30,Between 75 and 100,10.0,10.0,10.0,10.0,1.37,4,-123.08774,49.27729,3750.0,7950.0,95400.0
480,14498946,Renfrew-Collingwood,within a few hours,True,Private room in house,Private room,1 shared bath,1.0,1.0,458,40.0,0,30,Between 50 and 75,10.0,10.0,10.0,10.0,0.9,3,-123.02801,49.24175,1200.0,720.0,8640.0
481,14524029,South Cambie,within an hour,False,Entire guest suite,Entire home/apt,1 bath,1.0,1.0,461,85.0,39,5,Between 50 and 75,10.0,10.0,10.0,9.0,1.33,1,-123.12548,49.25442,425.0,276.25,3315.0
482,14538753,Kensington-Cedar Cottage,within an hour,True,Entire guest suite,Entire home/apt,1 bath,2.0,2.0,731,143.0,250,10,More than 100,10.0,10.0,10.0,9.0,3.41,1,-123.08951,49.25423,1430.0,357.5,4290.0
485,14613217,Mount Pleasant,within a few hours,True,Entire loft,Entire home/apt,1 bath,1.0,1.0,587,206.0,125,3,Between 50 and 75,10.0,10.0,10.0,9.0,1.04,1,-123.09803,49.26716,618.0,550.02,6600.24
486,14634631,Renfrew-Collingwood,within a few hours,True,Private room in house,Private room,1 shared bath,1.0,1.0,447,40.0,101,30,Between 35 and 50,10.0,10.0,10.0,9.0,0.67,3,-123.02953,49.24152,1200.0,1020.0,12240.0
487,14634633,Renfrew-Collingwood,within a few hours,True,Private room in house,Private room,1 shared bath,1.0,1.0,458,40.0,101,30,Between 35 and 50,10.0,10.0,10.0,10.0,0.71,3,-123.03025,49.24294,1200.0,852.0,10224.0
488,14687943,Kitsilano,a few days or more,False,Private room in house,Private room,1 shared bath,1.0,1.0,280,75.0,322,1,Between 75 and 100,10.0,10.0,10.0,10.0,1.55,2,-123.17845,49.26405,75.0,34.5,414.0
489,14724594,Downtown,within an hour,True,Entire condominium,Entire home/apt,1 bath,1.0,1.0,374,130.0,1,30,Between 20 and 35,10.0,9.0,10.0,9.0,0.4,12,-123.11716,49.27497,3900.0,5850.0,70200.0
491,14730220,Downtown,within an hour,False,Entire serviced apartment,Entire home/apt,1 bath,1.0,1.0,435,100.0,56,30,Less than 5,10.0,9.0,10.0,9.0,0.09,34,-123.12069,49.28091,3000.0,3120.0,37440.0
492,14812105,Kitsilano,within an hour,False,Entire apartment,Entire home/apt,1 bath,1.0,2.0,708,118.0,162,30,Between 20 and 35,10.0,9.0,10.0,9.0,0.6,3,-123.16808,49.26083,3540.0,318.59999999999997,3823.2
494,14831562,Victoria-Fraserview,within an hour,True,Private room in house,Private room,1.5 shared baths,1.0,1.0,460,79.0,364,1,Between 35 and 50,10.0,10.0,10.0,10.0,0.74,2,-123.0574,49.21255,79.0,30.02,360.24
496,14836915,Kitsilano,within a day,False,Entire apartment,Entire home/apt,1 bath,1.0,1.0,481,290.0,365,1,Between 10 and 20,10.0,10.0,10.0,9.0,0.22,1,-123.15827,49.2614,290.0,194.3,2331.6000000000004
498,14858936,Mount Pleasant,within an hour,False,Entire house,Entire home/apt,1 bath,1.0,1.0,182,62.0,300,2,More than 100,9.0,9.0,9.0,8.0,2.41,1,-123.09265,49.2585,124.0,42.160000000000004,505.9200000000001
499,14884432,Oakridge,within a few hours,True,Entire guest suite,Entire home/apt,1 bath,2.0,2.0,437,165.0,333,3,More than 100,10.0,10.0,10.0,10.0,2.31,1,-123.12948,49.22325,495.0,975.15,11701.8
502,14992464,Downtown,within a day,True,Entire condominium,Entire home/apt,1 bath,1.0,1.0,430,170.0,152,3,Between 50 and 75,10.0,10.0,10.0,10.0,1.32,1,-123.12325,49.27775,510.0,596.6999999999999,7160.4
503,15008574,Kitsilano,within an hour,True,Entire apartment,Entire home/apt,1 bath,1.0,1.0,326,88.0,21,5,Between 75 and 100,10.0,10.0,10.0,10.0,1.66,1,-123.17773,49.26774,440.0,35.2,422.40000000000003
504,15022825,Grandview-Woodland,within a day,True,Entire guest suite,Entire home/apt,1 bath,1.0,1.0,557,200.0,178,3,Between 75 and 100,10.0,10.0,10.0,9.0,1.42,1,-123.05809,49.26643,600.0,186.0,2232.0
507,15043236,Downtown Eastside,within a few hours,False,Entire guest suite,Entire home/apt,1 bath,1.0,1.0,544,125.0,1,30,Between 75 and 100,10.0,10.0,10.0,10.0,1.75,4,-123.08715,49.27926,3750.0,825.0,9900.0
513,15287755,Downtown,within an hour,False,Entire apartment,Entire home/apt,2 baths,3.0,6.0,752,1128.0,364,30,Between 5 and 10,10.0,10.0,10.0,9.0,0.14,1,-123.11419,49.28012,33840.0,46022.4,552268.8
516,15321958,Kitsilano,within a few hours,False,Private room in townhouse,Private room,1 shared bath,1.0,1.0,1057,55.0,365,30,Between 35 and 50,10.0,9.0,10.0,9.0,0.77,3,-123.16329,49.26321,1650.0,3827.9999999999995,45935.99999999999
517,15329853,Renfrew-Collingwood,within an hour,True,Entire house,Entire home/apt,1 bath,2.0,2.0,385,125.0,273,1,More than 100,10.0,10.0,10.0,10.0,1.9,1,-123.05318,49.25117,125.0,155.0,1860.0
520,15390640,Mount Pleasant,within an hour,True,Entire house,Entire home/apt,1.5 baths,3.0,3.0,656,225.0,315,2,More than 100,10.0,10.0,10.0,10.0,3.83,1,-123.08003,49.2587,450.0,459.0,5508.0
522,15439018,Mount Pleasant,within an hour,True,Entire apartment,Entire home/apt,1 bath,1.0,1.0,424,125.0,0,3,More than 100,10.0,10.0,10.0,10.0,2.86,1,-123.10134,49.25999,375.0,168.75,2025.0
523,15455452,Kitsilano,within a few hours,False,Entire townhouse,Entire home/apt,2 baths,2.0,2.0,403,325.0,73,3,Between 75 and 100,10.0,10.0,10.0,10.0,1.55,1,-123.16151,49.26858,975.0,477.75,5733.0
525,15598497,West End,within a day,True,Entire apartment,Entire home/apt,1 bath,1.0,2.0,289,85.0,13,32,Less than 5,10.0,6.0,10.0,10.0,0.02,46,-123.14282,49.2902,2720.0,3454.4,41452.8
527,15642691,Kitsilano,within a few hours,True,Entire townhouse,Entire home/apt,2.5 baths,2.0,3.0,558,250.0,0,2,Between 20 and 35,10.0,9.0,9.0,9.0,0.57,1,-123.1491,49.2745,500.0,295.0,3540.0
528,15646460,South Cambie,within an hour,True,Entire house,Entire home/apt,3 baths,4.0,6.0,806,400.0,332,5,Between 35 and 50,10.0,10.0,10.0,9.0,0.83,1,-123.11681,49.25072,2000.0,2920.0,35040.0
529,15702791,Downtown,within an hour,False,Entire condominium,Entire home/apt,1 bath,1.0,1.0,372,89.0,101,91,Less than 5,10.0,10.0,10.0,10.0,0.04,1,-123.1209,49.27782,8099.0,12229.49,146753.88
532,15868021,Strathcona,within an hour,False,Entire apartment,Entire home/apt,1 bath,1.0,1.0,518,105.0,114,2,More than 100,9.0,9.0,9.0,9.0,2.44,1,-123.0918,49.26716,210.0,294.0,3528.0
533,16016323,West End,within an hour,True,Entire condominium,Entire home/apt,1 bath,1.0,1.0,501,250.0,273,30,More than 100,10.0,10.0,10.0,10.0,2.07,1,-123.12441,49.28292,7500.0,24750.0,297000.0
534,16083491,Hastings-Sunrise,within an hour,True,Entire guest suite,Entire home/apt,1 bath,1.0,1.0,470,95.0,269,3,More than 100,10.0,10.0,10.0,10.0,2.2,1,-123.02704,49.28638,285.0,299.25,3591.0
535,16174226,West End,within an hour,False,Entire apartment,Entire home/apt,1 bath,1.0,1.0,184,77.0,315,30,Less than 5,10.0,10.0,10.0,10.0,0.02,40,-123.13237,49.28561,2310.0,46.2,554.4000000000001
537,16221082,West End,within a day,False,Entire apartment,Entire home/apt,1 bath,1.0,1.0,145,94.0,168,1,Between 50 and 75,9.0,9.0,9.0,8.0,1.42,2,-123.12677,49.28187,94.0,57.339999999999996,688.0799999999999
539,16232948,Downtown,within a few hours,False,Entire loft,Entire home/apt,1 bath,1.0,1.0,495,300.0,0,30,Between 35 and 50,10.0,9.0,10.0,10.0,0.74,2,-123.12499,49.27476,9000.0,12419.999999999998,149039.99999999997
540,16233697,Kitsilano,within an hour,False,Entire guest suite,Entire home/apt,1 bath,1.0,1.0,756,86.0,189,30,Between 75 and 100,10.0,10.0,10.0,9.0,1.71,3,-123.16452,49.26011,2580.0,464.4,5572.799999999999
544,16296662,Grandview-Woodland,within an hour,True,Entire house,Entire home/apt,1 bath,2.0,3.0,446,125.0,228,1,More than 100,10.0,10.0,10.0,10.0,5.08,1,-123.06432,49.27071,125.0,67.5,810.0
548,16491812,South Cambie,within a few hours,False,Entire guest suite,Entire home/apt,1 bath,1.0,1.0,446,95.0,77,1,More than 100,10.0,10.0,10.0,10.0,2.47,1,-123.12287,49.25662,95.0,30.400000000000002,364.8
551,16616603,Renfrew-Collingwood,within a few hours,False,Private room in house,Private room,1 shared bath,1.0,1.0,431,65.0,253,30,Between 5 and 10,10.0,9.0,8.0,8.0,0.18,5,-123.0496,49.24415,1950.0,312.0,3744.0
558,16847264,Kensington-Cedar Cottage,within an hour,False,Entire guest suite,Entire home/apt,1 bath,1.0,1.0,693,120.0,236,4,Between 35 and 50,10.0,9.0,10.0,9.0,0.82,3,-123.06887,49.24889,480.0,244.8,2937.6000000000004
559,16914589,Kensington-Cedar Cottage,within an hour,True,Entire guest suite,Entire home/apt,1 bath,1.0,1.0,455,85.0,54,2,More than 100,10.0,10.0,10.0,10.0,4.89,1,-123.08041,49.25358,170.0,433.49999999999994,5201.999999999999
561,16960121,Dunbar Southlands,within an hour,True,Entire house,Entire home/apt,1.5 baths,4.0,4.0,236,400.0,302,4,Less than 5,10.0,10.0,10.0,9.0,0.09,3,-123.19513,49.25649,1600.0,512.0,6144.0
562,16987578,Kensington-Cedar Cottage,within an hour,True,Entire house,Entire home/apt,1 bath,1.0,2.0,846,88.0,49,1,Between 50 and 75,10.0,10.0,10.0,10.0,1.55,2,-123.08392,49.25291,88.0,81.84,982.08
563,17042292,Mount Pleasant,within an hour,True,Entire guest suite,Entire home/apt,1 bath,2.0,3.0,680,80.0,221,30,Between 50 and 75,10.0,10.0,10.0,10.0,1.47,2,-123.07922,49.25855,2400.0,2088.0,25056.0
569,17259261,Downtown,within a day,False,Entire apartment,Entire home/apt,2 baths,2.0,2.0,576,150.0,264,30,Between 50 and 75,10.0,10.0,10.0,10.0,1.05,2,-123.1247,49.28052,4500.0,4320.0,51840.0
571,17302474,Downtown,within a few hours,True,Private room in apartment,Private room,2 shared baths,1.0,1.0,590,100.0,29,2,More than 100,9.0,9.0,10.0,9.0,3.22,2,-123.10681,49.27937,200.0,8.0,96.0
573,17340660,Kensington-Cedar Cottage,within a few hours,False,Private room in house,Private room,1 private bath,1.0,1.0,691,40.0,316,30,Between 5 and 10,9.0,10.0,10.0,10.0,0.16,7,-123.08824,49.23953,1200.0,576.0,6912.0
574,17383030,Hastings-Sunrise,within an hour,False,Entire apartment,Entire home/apt,1 bath,2.0,3.0,729,125.0,267,3,Between 35 and 50,10.0,10.0,10.0,10.0,0.98,1,-123.05355,49.28566,375.0,438.75,5265.0
575,17404753,Kitsilano,within an hour,False,Entire apartment,Entire home/apt,1 bath,2.0,2.0,473,175.0,195,30,Between 50 and 75,10.0,10.0,10.0,9.0,1.11,2,-123.18265,49.2669,5250.0,1890.0,22680.0
576,17459740,Mount Pleasant,within a few hours,False,Entire apartment,Entire home/apt,1 bath,1.0,2.0,365,120.0,338,30,Between 50 and 75,9.0,9.0,9.0,9.0,1.0,4,-123.11134,49.2603,3600.0,1728.0,20736.0
578,17543399,Mount Pleasant,within a few hours,False,Entire guest suite,Entire home/apt,1 bath,2.0,3.0,254,299.0,330,30,Between 50 and 75,9.0,9.0,9.0,9.0,1.1,4,-123.10921,49.25916,8970.0,24757.199999999997,297086.39999999997
579,17580870,Kensington-Cedar Cottage,within an hour,False,Entire guest suite,Entire home/apt,1 bath,2.0,3.0,556,139.0,163,3,Between 20 and 35,10.0,10.0,10.0,9.0,0.47,1,-123.08632,49.25504,417.0,412.83,4953.96
580,17591174,Victoria-Fraserview,within an hour,True,Entire guest suite,Entire home/apt,1 bath,2.0,2.0,416,100.0,152,2,Between 20 and 35,10.0,10.0,10.0,10.0,0.56,2,-123.076,49.224,200.0,182.0,2184.0
583,17717473,Mount Pleasant,within a day,False,Entire house,Entire home/apt,2.5 baths,4.0,4.0,403,279.0,269,2,Between 20 and 35,10.0,9.0,10.0,10.0,0.68,2,-123.11195,49.26534,558.0,719.82,8637.84
584,17734782,Hastings-Sunrise,within an hour,True,Entire guesthouse,Entire home/apt,1 bath,1.0,2.0,476,100.0,146,2,More than 100,10.0,10.0,10.0,10.0,2.35,1,-123.05265,49.29021,200.0,166.0,1992.0
585,17738026,Kensington-Cedar Cottage,within an hour,True,Entire house,Entire home/apt,2 baths,2.0,3.0,680,112.0,127,30,Between 20 and 35,10.0,10.0,10.0,10.0,0.58,1,-123.07804,49.23522,3360.0,3024.0,36288.0
588,17833279,Downtown Eastside,within an hour,False,Private room in apartment,Private room,1 shared bath,1.0,1.0,450,38.0,224,30,Between 50 and 75,10.0,10.0,10.0,10.0,1.41,1,-123.09783,49.28019,1140.0,604.2,7250.400000000001
589,17848238,Kitsilano,within an hour,True,Entire house,Entire home/apt,2 baths,2.0,4.0,554,238.0,17,1,More than 100,10.0,10.0,10.0,9.0,3.25,3,-123.17744,49.26683,238.0,618.8000000000001,7425.6
590,17849718,Downtown,within an hour,False,Entire apartment,Entire home/apt,1 bath,1.0,1.0,393,142.0,17,30,Between 20 and 35,10.0,10.0,10.0,9.0,0.52,1,-123.11602,49.27486,4260.0,3067.2,36806.399999999994
594,17930240,Kensington-Cedar Cottage,within an hour,False,Entire house,Entire home/apt,1 bath,3.0,3.0,345,80.0,83,4,Between 50 and 75,9.0,8.0,9.0,9.0,1.39,1,-123.0653,49.25877,320.0,201.6,2419.2
595,17944736,Kensington-Cedar Cottage,within a day,False,Entire guest suite,Entire home/apt,1 bath,2.0,2.0,574,65.0,70,30,Between 20 and 35,10.0,10.0,10.0,10.0,0.54,1,-123.07951,49.23516,1950.0,2671.5,32058.0
596,17979518,Kerrisdale,within an hour,False,Private room in house,Private room,2.5 baths,1.0,1.0,307,118.0,0,30,Between 35 and 50,10.0,10.0,10.0,9.0,0.8,1,-123.14207,49.23134,3540.0,4460.4,53524.799999999996
599,18076938,Mount Pleasant,within a few hours,False,Entire house,Entire home/apt,2 baths,2.0,3.0,287,338.0,12,30,Between 75 and 100,10.0,10.0,10.0,9.0,1.97,1,-123.08629,49.2635,10140.0,21395.399999999998,256744.8
600,18092690,Grandview-Woodland,within a day,False,Entire townhouse,Entire home/apt,1.5 baths,3.0,4.0,269,245.0,0,2,Less than 5,10.0,10.0,10.0,10.0,0.05,1,-123.06946,49.27078,490.0,2249.1,26989.199999999997
601,18152388,Kensington-Cedar Cottage,within a few hours,False,Private room in house,Private room,1 private bath,1.0,1.0,781,44.0,224,30,Between 5 and 10,9.0,8.0,10.0,9.0,0.15,7,-123.08998,49.2394,1320.0,2983.2,35798.399999999994
603,18224726,Downtown,within an hour,False,Entire serviced apartment,Entire home/apt,1 bath,1.0,1.0,435,151.0,20,32,Less than 5,8.0,8.0,10.0,10.0,0.03,34,-123.1184,49.28036,4832.0,241.60000000000002,2899.2000000000003
604,18231285,Fairview,within a few hours,False,Private room in apartment,Private room,1 shared bath,1.0,1.0,428,35.0,0,30,Between 20 and 35,10.0,10.0,10.0,10.0,0.78,2,-123.13439,49.26153,1050.0,661.5,7938.0
605,18270850,Kensington-Cedar Cottage,within an hour,True,Entire house,Entire home/apt,2 baths,3.0,3.0,523,194.0,289,1,More than 100,10.0,10.0,10.0,10.0,3.84,2,-123.08071,49.24992,194.0,91.17999999999999,1094.1599999999999
606,18273285,Kitsilano,within a day,False,Entire bungalow,Entire home/apt,1 bath,3.0,3.0,490,357.0,230,4,Between 10 and 20,10.0,10.0,10.0,10.0,0.42,1,-123.18525,49.26504,1428.0,4441.08,53292.96
608,18339479,Grandview-Woodland,within a few hours,True,Entire house,Entire home/apt,2 baths,3.0,3.0,575,406.0,30,2,Between 50 and 75,10.0,10.0,10.0,10.0,1.04,2,-123.07647,49.26419,812.0,1315.44,15785.28
